country,sex,age_group,year,incidence_of_long_term_unemployment
reu,mf,total,2011,66.80000305175781
reu,mf,total,2012,68.0999984741211
rou,mf,total,2000,51.5
rou,mf,youth,2000,42.29999923706055
rou,mf,adult,2000,56.5
rou,m,total,2000,49.79999923706055
rou,m,youth,2000,40.29999923706055
rou,m,adult,2000,55.400001525878906
rou,f,total,2000,53.900001525878906
rou,f,youth,2000,45.5
rou,f,adult,2000,58.099998474121094
rou,mf,total,2001,49.5
rou,mf,youth,2001,39.20000076293945
rou,mf,adult,2001,55.0
rou,m,total,2001,48.29999923706055
rou,m,youth,2001,37.900001525878906
rou,m,adult,2001,53.900001525878906
rou,f,total,2001,51.099998474121094
rou,f,youth,2001,41.099998474121094
rou,f,adult,2001,56.599998474121094
rou,mf,total,2002,54.0
rou,mf,youth,2002,46.599998474121094
rou,mf,adult,2002,57.79999923706055
rou,m,total,2002,52.5
rou,m,youth,2002,44.900001525878906
rou,m,adult,2002,56.29999923706055
rou,f,total,2002,56.099998474121094
rou,f,youth,2002,48.900001525878906
rou,f,adult,2002,59.900001525878906
rou,mf,total,2003,61.79999923706055
rou,mf,youth,2003,51.70000076293945
rou,mf,adult,2003,66.4000015258789
rou,m,total,2003,60.5
rou,m,youth,2003,51.099998474121094
rou,m,adult,2003,64.80000305175781
rou,f,total,2003,63.70000076293945
rou,f,youth,2003,52.599998474121094
rou,f,adult,2003,68.5999984741211
rou,mf,total,2004,58.900001525878906
rou,mf,youth,2004,48.400001525878906
rou,mf,adult,2004,64.0
rou,m,total,2004,60.900001525878906
rou,m,youth,2004,50.400001525878906
rou,m,adult,2004,66.19999694824219
rou,f,total,2004,55.70000076293945
rou,f,youth,2004,45.0
rou,f,adult,2004,60.599998474121094
rou,mf,total,2005,56.29999923706055
rou,mf,youth,2005,49.70000076293945
rou,mf,adult,2005,59.099998474121094
rou,m,total,2005,59.0
rou,m,youth,2005,51.400001525878906
rou,m,adult,2005,62.400001525878906
rou,f,total,2005,52.29999923706055
rou,f,youth,2005,46.900001525878906
rou,f,adult,2005,54.400001525878906
rou,mf,total,2006,57.0
rou,mf,youth,2006,49.70000076293945
rou,mf,adult,2006,60.099998474121094
rou,m,total,2006,57.5
rou,m,youth,2006,50.5
rou,m,adult,2006,60.400001525878906
rou,f,total,2006,56.20000076293945
rou,f,youth,2006,48.5
rou,f,adult,2006,59.599998474121094
rou,mf,total,2007,50.0
rou,mf,youth,2007,48.099998474121094
rou,mf,adult,2007,50.900001525878906
rou,m,total,2007,49.900001525878906
rou,m,youth,2007,45.599998474121094
rou,m,adult,2007,51.79999923706055
rou,f,total,2007,50.20000076293945
rou,f,youth,2007,52.20000076293945
rou,f,adult,2007,49.29999923706055
rou,mf,total,2008,41.29999923706055
rou,mf,youth,2008,43.400001525878906
rou,mf,adult,2008,40.400001525878906
rou,m,total,2008,42.900001525878906
rou,m,youth,2008,44.29999923706055
rou,m,adult,2008,42.29999923706055
rou,f,total,2008,38.400001525878906
rou,f,youth,2008,41.900001525878906
rou,f,adult,2008,36.599998474121094
rou,mf,total,2009,31.600000381469727
rou,mf,youth,2009,29.5
rou,mf,adult,2009,32.5
rou,m,total,2009,32.20000076293945
rou,m,youth,2009,30.5
rou,m,adult,2009,32.79999923706055
rou,f,total,2009,30.600000381469727
rou,f,youth,2009,27.899999618530273
rou,f,adult,2009,31.799999237060547
rou,mf,total,2010,34.599998474121094
rou,mf,youth,2010,32.599998474121094
rou,mf,adult,2010,35.20000076293945
rou,m,total,2010,36.70000076293945
rou,m,youth,2010,36.400001525878906
rou,m,adult,2010,36.79999923706055
rou,f,total,2010,31.100000381469727
rou,f,youth,2010,26.899999618530273
rou,f,adult,2010,32.70000076293945
rou,mf,total,2011,41.0
rou,mf,youth,2011,39.70000076293945
rou,mf,adult,2011,41.5
rou,m,total,2011,41.79999923706055
rou,m,youth,2011,40.900001525878906
rou,m,adult,2011,42.20000076293945
rou,f,total,2011,39.79999923706055
rou,f,youth,2011,38.0
rou,f,adult,2011,40.5
rou,mf,total,2012,44.20000076293945
rou,mf,youth,2012,41.599998474121094
rou,mf,adult,2012,45.20000076293945
rou,m,total,2012,44.20000076293945
rou,m,youth,2012,43.599998474121094
rou,m,adult,2012,44.5
rou,f,total,2012,44.099998474121094
rou,f,youth,2012,38.599998474121094
rou,f,adult,2012,46.29999923706055
rou,mf,total,2013,45.20000076293945
rou,mf,youth,2013,37.79999923706055
rou,mf,adult,2013,47.70000076293945
rou,m,total,2013,44.099998474121094
rou,m,youth,2013,36.79999923706055
rou,m,adult,2013,46.5
rou,f,total,2013,46.79999923706055
rou,f,youth,2013,39.29999923706055
rou,f,adult,2013,49.599998474121094
rou,mf,total,2014,41.099998474121094
rou,mf,youth,2014,36.400001525878906
rou,mf,adult,2014,42.70000076293945
rou,m,total,2014,41.79999923706055
rou,m,youth,2014,38.20000076293945
rou,m,adult,2014,43.0
rou,f,total,2014,40.0
rou,f,youth,2014,33.70000076293945
rou,f,adult,2014,42.29999923706055
rus,mf,total,1992,11.100000381469727
rus,mf,youth,1992,8.5
rus,mf,adult,1992,12.5
rus,m,total,1992,9.100000381469727
rus,m,youth,1992,6.699999809265137
rus,m,adult,1992,10.5
rus,f,total,1992,13.300000190734863
rus,f,youth,1992,10.800000190734863
rus,f,adult,1992,14.600000381469727
rus,mf,total,1993,18.200000762939453
rus,mf,youth,1993,14.300000190734863
rus,mf,adult,1993,20.100000381469727
rus,m,total,1993,14.800000190734863
rus,m,youth,1993,12.100000381469727
rus,m,adult,1993,16.100000381469727
rus,f,total,1993,22.100000381469727
rus,f,youth,1993,16.899999618530273
rus,f,adult,1993,24.600000381469727
rus,mf,total,1994,22.899999618530273
rus,mf,youth,1994,18.799999237060547
rus,mf,adult,1994,24.700000762939453
rus,m,total,1994,20.200000762939453
rus,m,youth,1994,17.0
rus,m,adult,1994,21.5
rus,f,total,1994,26.100000381469727
rus,f,youth,1994,20.700000762939453
rus,f,adult,1994,28.5
rus,mf,total,1995,29.700000762939453
rus,mf,youth,1995,22.899999618530273
rus,mf,adult,1995,32.5
rus,m,total,1995,27.100000381469727
rus,m,youth,1995,19.600000381469727
rus,m,adult,1995,30.100000381469727
rus,f,total,1995,32.79999923706055
rus,f,youth,1995,26.5
rus,f,adult,1995,35.5
rus,mf,total,1996,32.599998474121094
rus,mf,youth,1996,25.399999618530273
rus,mf,adult,1996,35.5
rus,m,total,1996,30.299999237060547
rus,m,youth,1996,23.200000762939453
rus,m,adult,1996,32.900001525878906
rus,f,total,1996,35.400001525878906
rus,f,youth,1996,27.600000381469727
rus,f,adult,1996,38.79999923706055
rus,mf,total,1997,38.20000076293945
rus,mf,youth,1997,27.600000381469727
rus,mf,adult,1997,42.099998474121094
rus,m,total,1997,35.79999923706055
rus,m,youth,1997,25.600000381469727
rus,m,adult,1997,39.5
rus,f,total,1997,40.900001525878906
rus,f,youth,1997,29.799999237060547
rus,f,adult,1997,45.20000076293945
rus,mf,total,1998,40.70000076293945
rus,mf,youth,1998,30.299999237060547
rus,mf,adult,1998,44.5
rus,m,total,1998,39.099998474121094
rus,m,youth,1998,28.399999618530273
rus,m,adult,1998,43.099998474121094
rus,f,total,1998,42.5
rus,f,youth,1998,32.599998474121094
rus,f,adult,1998,46.099998474121094
rus,mf,total,1999,47.0
rus,mf,youth,1999,35.20000076293945
rus,mf,adult,1999,51.0
rus,m,total,1999,44.29999923706055
rus,m,youth,1999,33.900001525878906
rus,m,adult,1999,47.79999923706055
rus,f,total,1999,49.900001525878906
rus,f,youth,1999,36.599998474121094
rus,f,adult,1999,54.599998474121094
rus,mf,total,2000,46.20000076293945
rus,mf,youth,2000,32.599998474121094
rus,mf,adult,2000,51.20000076293945
rus,m,total,2000,42.70000076293945
rus,m,youth,2000,31.200000762939453
rus,m,adult,2000,46.900001525878906
rus,f,total,2000,50.0
rus,f,youth,2000,34.20000076293945
rus,f,adult,2000,56.0
rus,mf,total,2001,39.20000076293945
rus,mf,youth,2001,26.200000762939453
rus,mf,adult,2001,43.900001525878906
rus,m,total,2001,36.29999923706055
rus,m,youth,2001,24.100000381469727
rus,m,adult,2001,40.5
rus,f,total,2001,42.70000076293945
rus,f,youth,2001,28.600000381469727
rus,f,adult,2001,47.900001525878906
rus,mf,total,2002,38.79999923706055
rus,mf,youth,2002,28.100000381469727
rus,mf,adult,2002,42.5
rus,m,total,2002,37.0
rus,m,youth,2002,27.200000762939453
rus,m,adult,2002,40.29999923706055
rus,f,total,2002,40.70000076293945
rus,f,youth,2002,29.100000381469727
rus,f,adult,2002,45.0
rus,mf,total,2003,37.599998474121094
rus,mf,youth,2003,24.399999618530273
rus,mf,adult,2003,42.70000076293945
rus,m,total,2003,35.70000076293945
rus,m,youth,2003,23.799999237060547
rus,m,adult,2003,40.099998474121094
rus,f,total,2003,39.79999923706055
rus,f,youth,2003,25.100000381469727
rus,f,adult,2003,45.599998474121094
rus,mf,total,2004,39.20000076293945
rus,mf,youth,2004,27.100000381469727
rus,mf,adult,2004,44.099998474121094
rus,m,total,2004,36.599998474121094
rus,m,youth,2004,23.700000762939453
rus,m,adult,2004,41.79999923706055
rus,f,total,2004,42.0
rus,f,youth,2004,30.600000381469727
rus,f,adult,2004,46.70000076293945
rus,mf,total,2005,39.0
rus,mf,youth,2005,26.5
rus,mf,adult,2005,43.900001525878906
rus,m,total,2005,37.20000076293945
rus,m,youth,2005,25.600000381469727
rus,m,adult,2005,41.599998474121094
rus,f,total,2005,41.0
rus,f,youth,2005,27.399999618530273
rus,f,adult,2005,46.400001525878906
rus,mf,total,2006,42.29999923706055
rus,mf,youth,2006,29.399999618530273
rus,mf,adult,2006,47.599998474121094
rus,m,total,2006,40.900001525878906
rus,m,youth,2006,28.899999618530273
rus,m,adult,2006,45.70000076293945
rus,f,total,2006,43.900001525878906
rus,f,youth,2006,29.899999618530273
rus,f,adult,2006,49.70000076293945
rus,mf,total,2007,40.599998474121094
rus,mf,youth,2007,28.600000381469727
rus,mf,adult,2007,45.70000076293945
rus,m,total,2007,39.099998474121094
rus,m,youth,2007,28.399999618530273
rus,m,adult,2007,43.79999923706055
rus,f,total,2007,42.400001525878906
rus,f,youth,2007,28.700000762939453
rus,f,adult,2007,48.0
rus,mf,total,2008,35.20000076293945
rus,mf,youth,2008,21.200000762939453
rus,mf,adult,2008,40.79999923706055
rus,m,total,2008,32.79999923706055
rus,m,youth,2008,20.100000381469727
rus,m,adult,2008,37.900001525878906
rus,f,total,2008,37.79999923706055
rus,f,youth,2008,22.399999618530273
rus,f,adult,2008,44.20000076293945
rus,mf,total,2009,28.700000762939453
rus,mf,youth,2009,20.899999618530273
rus,mf,adult,2009,31.700000762939453
rus,m,total,2009,27.100000381469727
rus,m,youth,2009,19.700000762939453
rus,m,adult,2009,29.899999618530273
rus,f,total,2009,30.600000381469727
rus,f,youth,2009,22.200000762939453
rus,f,adult,2009,33.900001525878906
rus,mf,total,2010,30.0
rus,mf,youth,2010,20.0
rus,mf,adult,2010,33.70000076293945
rus,m,total,2010,29.100000381469727
rus,m,youth,2010,19.700000762939453
rus,m,adult,2010,32.599998474121094
rus,f,total,2010,31.200000762939453
rus,f,youth,2010,20.5
rus,f,adult,2010,35.0
rus,mf,total,2011,32.900001525878906
rus,mf,youth,2011,21.100000381469727
rus,mf,adult,2011,37.0
rus,m,total,2011,32.5
rus,m,youth,2011,20.899999618530273
rus,m,adult,2011,36.599998474121094
rus,f,total,2011,33.400001525878906
rus,f,youth,2011,21.399999618530273
rus,f,adult,2011,37.400001525878906
rus,mf,total,2012,30.899999618530273
rus,mf,youth,2012,20.0
rus,mf,adult,2012,35.0
rus,m,total,2012,30.200000762939453
rus,m,youth,2012,20.100000381469727
rus,m,adult,2012,34.099998474121094
rus,f,total,2012,31.700000762939453
rus,f,youth,2012,19.899999618530273
rus,f,adult,2012,36.0
rus,mf,total,2013,31.0
rus,mf,youth,2013,20.0
rus,mf,adult,2013,34.79999923706055
rus,m,total,2013,30.299999237060547
rus,m,youth,2013,20.5
rus,m,adult,2013,33.70000076293945
rus,f,total,2013,31.799999237060547
rus,f,youth,2013,19.399999618530273
rus,f,adult,2013,36.099998474121094
rus,mf,total,2014,28.100000381469727
rus,mf,youth,2014,17.299999237060547
rus,mf,adult,2014,31.600000381469727
rus,m,total,2014,27.799999237060547
rus,m,youth,2014,17.799999237060547
rus,m,adult,2014,31.100000381469727
rus,f,total,2014,28.399999618530273
rus,f,youth,2014,16.700000762939453
rus,f,adult,2014,32.099998474121094
sau,mf,total,2009,18.899999618530273
sau,mf,youth,2009,10.899999618530273
sau,mf,adult,2009,25.600000381469727
sau,m,total,2009,15.699999809265137
sau,m,youth,2009,11.199999809265137
sau,m,adult,2009,20.399999618530273
sau,f,total,2009,22.899999618530273
sau,f,youth,2009,10.399999618530273
sau,f,adult,2009,30.899999618530273
sau,mf,total,2011,50.599998474121094
sau,mf,youth,2011,33.29999923706055
sau,mf,adult,2011,62.900001525878906
sau,m,total,2011,45.599998474121094
sau,m,youth,2011,33.79999923706055
sau,m,adult,2011,59.0
sau,f,total,2011,55.29999923706055
sau,f,youth,2011,32.29999923706055
sau,f,adult,2011,65.5
sau,mf,total,2012,41.29999923706055
sau,mf,youth,2012,23.899999618530273
sau,mf,adult,2012,53.099998474121094
sau,m,total,2012,36.400001525878906
sau,m,youth,2012,25.600000381469727
sau,m,adult,2012,48.099998474121094
sau,f,total,2012,44.70000076293945
sau,f,youth,2012,21.899999618530273
sau,f,adult,2012,55.400001525878906
sau,mf,total,2013,19.899999618530273
sau,mf,youth,2013,11.300000190734863
sau,mf,adult,2013,25.799999237060547
sau,m,total,2013,18.899999618530273
sau,m,youth,2013,11.899999618530273
sau,m,adult,2013,26.299999237060547
sau,f,total,2013,20.600000381469727
sau,f,youth,2013,10.699999809265137
sau,f,adult,2013,25.5
srb,mf,total,2007,80.80000305175781
srb,m,total,2007,79.30000305175781
srb,f,total,2007,82.30000305175781
srb,mf,total,2009,65.0999984741211
srb,mf,youth,2009,52.400001525878906
srb,mf,adult,2009,68.30000305175781
srb,m,total,2009,64.30000305175781
srb,m,youth,2009,49.599998474121094
srb,m,adult,2009,68.5
srb,f,total,2009,65.9000015258789
srb,f,youth,2009,56.0
srb,f,adult,2009,68.0999984741211
srb,mf,total,2010,69.0999984741211
srb,mf,youth,2010,55.099998474121094
srb,mf,adult,2010,72.5999984741211
srb,m,total,2010,68.0
srb,m,youth,2010,52.79999923706055
srb,m,adult,2010,72.4000015258789
srb,f,total,2010,70.4000015258789
srb,f,youth,2010,58.70000076293945
srb,f,adult,2010,72.80000305175781
srb,mf,total,2011,73.69999694824219
srb,mf,youth,2011,60.099998474121094
srb,mf,adult,2011,76.69999694824219
srb,m,total,2011,73.0
srb,m,youth,2011,61.79999923706055
srb,m,adult,2011,75.80000305175781
srb,f,total,2011,74.5999984741211
srb,f,youth,2011,57.400001525878906
srb,f,adult,2011,77.80000305175781
srb,mf,total,2012,77.9000015258789
srb,mf,youth,2012,64.5
srb,mf,adult,2012,80.80000305175781
srb,m,total,2012,77.19999694824219
srb,m,youth,2012,65.19999694824219
srb,m,adult,2012,80.0
srb,f,total,2012,78.80000305175781
srb,f,youth,2012,63.5
srb,f,adult,2012,81.5999984741211
sgp,mf,total,1992,13.800000190734863
sgp,mf,total,1993,14.300000190734863
sgp,mf,total,1994,14.399999618530273
sgp,mf,total,1995,12.300000190734863
sgp,mf,total,1996,16.700000762939453
sgp,mf,total,1997,18.799999237060547
sgp,mf,total,1998,21.700000762939453
sgp,mf,total,1999,30.100000381469727
sgp,mf,total,2001,24.399999618530273
sgp,mf,total,2002,28.899999618530273
sgp,mf,total,2003,27.200000762939453
sgp,mf,total,2004,28.700000762939453
sgp,mf,total,2005,25.100000381469727
sgp,mf,total,2006,20.0
sgp,mf,total,2007,17.5
sgp,mf,total,2008,15.600000381469727
sgp,mf,total,2009,21.5
sgp,mf,total,2010,21.100000381469727
sgp,mf,total,2011,20.100000381469727
sgp,mf,total,2012,21.0
svk,mf,total,1994,41.79999923706055
svk,mf,youth,1994,32.0
svk,mf,adult,1994,46.79999923706055
svk,m,total,1994,40.79999923706055
svk,m,youth,1994,32.70000076293945
svk,m,adult,1994,45.5
svk,f,total,1994,42.900001525878906
svk,f,youth,1994,30.899999618530273
svk,f,adult,1994,48.29999923706055
svk,mf,total,1995,53.29999923706055
svk,mf,youth,1995,40.0
svk,mf,adult,1995,59.400001525878906
svk,m,total,1995,51.5
svk,m,youth,1995,39.70000076293945
svk,m,adult,1995,58.099998474121094
svk,f,total,1995,55.29999923706055
svk,f,youth,1995,40.5
svk,f,adult,1995,60.70000076293945
svk,mf,total,1996,51.599998474121094
svk,mf,youth,1996,36.79999923706055
svk,mf,adult,1996,58.400001525878906
svk,m,total,1996,51.70000076293945
svk,m,youth,1996,40.099998474121094
svk,m,adult,1996,57.70000076293945
svk,f,total,1996,51.5
svk,f,youth,1996,32.79999923706055
svk,f,adult,1996,58.900001525878906
svk,mf,total,1997,50.29999923706055
svk,mf,youth,1997,35.900001525878906
svk,mf,adult,1997,57.099998474121094
svk,m,total,1997,48.099998474121094
svk,m,youth,1997,35.5
svk,m,adult,1997,54.900001525878906
svk,f,total,1997,52.5
svk,f,youth,1997,36.29999923706055
svk,f,adult,1997,59.29999923706055
svk,mf,total,1998,50.599998474121094
svk,mf,youth,1998,37.0
svk,mf,adult,1998,57.400001525878906
svk,m,total,1998,48.400001525878906
svk,m,youth,1998,36.79999923706055
svk,m,adult,1998,55.0
svk,f,total,1998,53.0
svk,f,youth,1998,37.20000076293945
svk,f,adult,1998,59.79999923706055
svk,mf,total,1999,46.900001525878906
svk,mf,youth,1999,36.099998474121094
svk,mf,adult,1999,52.599998474121094
svk,m,total,1999,44.5
svk,m,youth,1999,36.099998474121094
svk,m,adult,1999,49.099998474121094
svk,f,total,1999,49.79999923706055
svk,f,youth,1999,36.20000076293945
svk,f,adult,1999,56.5
svk,mf,total,2000,53.900001525878906
svk,mf,youth,2000,42.5
svk,mf,adult,2000,59.099998474121094
svk,m,total,2000,53.29999923706055
svk,m,youth,2000,43.20000076293945
svk,m,adult,2000,58.29999923706055
svk,f,total,2000,54.599998474121094
svk,f,youth,2000,41.599998474121094
svk,f,adult,2000,60.099998474121094
svk,mf,total,2001,53.70000076293945
svk,mf,youth,2001,43.5
svk,mf,adult,2001,58.400001525878906
svk,m,total,2001,52.099998474121094
svk,m,youth,2001,42.0
svk,m,adult,2001,57.20000076293945
svk,f,total,2001,55.70000076293945
svk,f,youth,2001,45.70000076293945
svk,f,adult,2001,59.79999923706055
svk,mf,total,2002,59.79999923706055
svk,mf,youth,2002,48.70000076293945
svk,mf,adult,2002,64.5999984741211
svk,m,total,2002,58.599998474121094
svk,m,youth,2002,47.0
svk,m,adult,2002,64.0
svk,f,total,2002,61.20000076293945
svk,f,youth,2002,51.0
svk,f,adult,2002,65.19999694824219
svk,mf,total,2003,61.20000076293945
svk,mf,youth,2003,50.29999923706055
svk,mf,adult,2003,65.19999694824219
svk,m,total,2003,60.29999923706055
svk,m,youth,2003,51.0
svk,m,adult,2003,64.0
svk,f,total,2003,62.20000076293945
svk,f,youth,2003,49.29999923706055
svk,f,adult,2003,66.4000015258789
svk,mf,total,2004,60.599998474121094
svk,mf,youth,2004,48.79999923706055
svk,mf,adult,2004,64.19999694824219
svk,m,total,2004,60.79999923706055
svk,m,youth,2004,50.599998474121094
svk,m,adult,2004,64.5
svk,f,total,2004,60.29999923706055
svk,f,youth,2004,46.29999923706055
svk,f,adult,2004,63.900001525878906
svk,mf,total,2005,68.0999984741211
svk,mf,youth,2005,56.599998474121094
svk,mf,adult,2005,71.4000015258789
svk,m,total,2005,68.69999694824219
svk,m,youth,2005,57.70000076293945
svk,m,adult,2005,72.30000305175781
svk,f,total,2005,67.4000015258789
svk,f,youth,2005,55.099998474121094
svk,f,adult,2005,70.4000015258789
svk,mf,total,2006,73.0999984741211
svk,mf,youth,2006,57.599998474121094
svk,mf,adult,2006,77.5999984741211
svk,m,total,2006,73.80000305175781
svk,m,youth,2006,60.400001525878906
svk,m,adult,2006,78.4000015258789
svk,f,total,2006,72.30000305175781
svk,f,youth,2006,53.79999923706055
svk,f,adult,2006,76.80000305175781
svk,mf,total,2007,70.80000305175781
svk,mf,youth,2007,53.900001525878906
svk,mf,adult,2007,75.0999984741211
svk,m,total,2007,72.30000305175781
svk,m,youth,2007,57.79999923706055
svk,m,adult,2007,76.69999694824219
svk,f,total,2007,69.4000015258789
svk,f,youth,2007,48.5
svk,f,adult,2007,73.5999984741211
svk,mf,total,2008,66.0
svk,mf,youth,2008,48.900001525878906
svk,mf,adult,2008,70.19999694824219
svk,m,total,2008,65.5999984741211
svk,m,youth,2008,52.099998474121094
svk,m,adult,2008,69.69999694824219
svk,f,total,2008,66.4000015258789
svk,f,youth,2008,44.70000076293945
svk,f,adult,2008,70.5999984741211
svk,mf,total,2009,50.900001525878906
svk,mf,youth,2009,38.0
svk,mf,adult,2009,54.5
svk,m,total,2009,47.79999923706055
svk,m,youth,2009,37.20000076293945
svk,m,adult,2009,51.29999923706055
svk,f,total,2009,54.400001525878906
svk,f,youth,2009,39.29999923706055
svk,f,adult,2009,57.599998474121094
svk,mf,total,2010,59.29999923706055
svk,mf,youth,2010,50.20000076293945
svk,mf,adult,2010,61.79999923706055
svk,m,total,2010,58.29999923706055
svk,m,youth,2010,54.599998474121094
svk,m,adult,2010,59.5
svk,f,total,2010,60.5
svk,f,youth,2010,43.29999923706055
svk,f,adult,2010,64.30000305175781
svk,mf,total,2011,64.0
svk,mf,youth,2011,50.20000076293945
svk,mf,adult,2011,67.5999984741211
svk,m,total,2011,65.0999984741211
svk,m,youth,2011,51.70000076293945
svk,m,adult,2011,69.19999694824219
svk,f,total,2011,62.599998474121094
svk,f,youth,2011,47.599998474121094
svk,f,adult,2011,65.80000305175781
svk,mf,total,2012,63.70000076293945
svk,mf,youth,2012,52.400001525878906
svk,mf,adult,2012,66.5999984741211
svk,m,total,2012,65.0999984741211
svk,m,youth,2012,54.599998474121094
svk,m,adult,2012,68.30000305175781
svk,f,total,2012,62.20000076293945
svk,f,youth,2012,48.5
svk,f,adult,2012,64.80000305175781
svk,mf,total,2013,66.5999984741211
svk,mf,youth,2013,57.599998474121094
svk,mf,adult,2013,68.69999694824219
svk,m,total,2013,67.9000015258789
svk,m,youth,2013,58.5
svk,m,adult,2013,70.5999984741211
svk,f,total,2013,65.0
svk,f,youth,2013,56.099998474121094
svk,f,adult,2013,66.5
svk,mf,total,2014,66.80000305175781
svk,mf,youth,2014,53.900001525878906
svk,mf,adult,2014,69.5
svk,m,total,2014,69.80000305175781
svk,m,youth,2014,56.5
svk,m,adult,2014,73.19999694824219
svk,f,total,2014,63.20000076293945
svk,f,youth,2014,49.70000076293945
svk,f,adult,2014,65.5
svn,mf,total,2000,61.400001525878906
svn,mf,youth,2000,42.400001525878906
svn,mf,adult,2000,69.0999984741211
svn,m,total,2000,62.79999923706055
svn,m,youth,2000,41.70000076293945
svn,m,adult,2000,70.69999694824219
svn,f,total,2000,59.79999923706055
svn,f,youth,2000,43.0
svn,f,adult,2000,67.30000305175781
svn,mf,total,2001,60.29999923706055
svn,mf,youth,2001,43.599998474121094
svn,mf,adult,2001,68.0999984741211
svn,m,total,2001,62.400001525878906
svn,m,youth,2001,45.29999923706055
svn,m,adult,2001,70.0999984741211
svn,f,total,2001,58.29999923706055
svn,f,youth,2001,41.900001525878906
svn,f,adult,2001,66.0
svn,mf,total,2002,55.599998474121094
svn,mf,youth,2002,43.20000076293945
svn,mf,adult,2002,60.5
svn,m,total,2002,58.29999923706055
svn,m,youth,2002,43.5
svn,m,adult,2002,64.30000305175781
svn,f,total,2002,52.79999923706055
svn,f,youth,2002,42.900001525878906
svn,f,adult,2002,56.599998474121094
svn,mf,total,2003,52.79999923706055
svn,mf,youth,2003,44.79999923706055
svn,mf,adult,2003,55.79999923706055
svn,m,total,2003,54.29999923706055
svn,m,youth,2003,46.400001525878906
svn,m,adult,2003,57.29999923706055
svn,f,total,2003,51.29999923706055
svn,f,youth,2003,43.099998474121094
svn,f,adult,2003,54.20000076293945
svn,mf,total,2004,51.400001525878906
svn,mf,youth,2004,42.099998474121094
svn,mf,adult,2004,55.099998474121094
svn,m,total,2004,53.29999923706055
svn,m,youth,2004,44.0
svn,m,adult,2004,57.0
svn,f,total,2004,49.5
svn,f,youth,2004,40.29999923706055
svn,f,adult,2004,53.29999923706055
svn,mf,total,2005,47.29999923706055
svn,mf,youth,2005,37.0
svn,mf,adult,2005,51.0
svn,m,total,2005,48.400001525878906
svn,m,youth,2005,34.599998474121094
svn,m,adult,2005,53.400001525878906
svn,f,total,2005,46.29999923706055
svn,f,youth,2005,39.5
svn,f,adult,2005,48.599998474121094
svn,mf,total,2006,49.29999923706055
svn,mf,youth,2006,35.79999923706055
svn,mf,adult,2006,53.5
svn,m,total,2006,49.70000076293945
svn,m,youth,2006,31.5
svn,m,adult,2006,56.20000076293945
svn,f,total,2006,48.900001525878906
svn,f,youth,2006,39.79999923706055
svn,f,adult,2006,51.5
svn,mf,total,2007,45.70000076293945
svn,mf,youth,2007,29.200000762939453
svn,mf,adult,2007,50.29999923706055
svn,m,total,2007,45.29999923706055
svn,m,youth,2007,27.799999237060547
svn,m,adult,2007,51.79999923706055
svn,f,total,2007,46.099998474121094
svn,f,youth,2007,31.100000381469727
svn,f,adult,2007,49.20000076293945
svn,mf,total,2008,42.20000076293945
svn,mf,youth,2008,20.200000762939453
svn,mf,adult,2008,49.599998474121094
svn,m,total,2008,41.400001525878906
svn,m,youth,2008,21.0
svn,m,adult,2008,49.400001525878906
svn,f,total,2008,43.0
svn,f,youth,2008,19.100000381469727
svn,f,adult,2008,49.70000076293945
svn,mf,total,2009,30.100000381469727
svn,mf,youth,2009,20.299999237060547
svn,mf,adult,2009,32.900001525878906
svn,m,total,2009,28.299999237060547
svn,m,youth,2009,21.0
svn,m,adult,2009,30.700000762939453
svn,f,total,2009,32.099998474121094
svn,f,youth,2009,19.200000762939453
svn,f,adult,2009,35.400001525878906
svn,mf,total,2010,43.29999923706055
svn,mf,youth,2010,33.79999923706055
svn,mf,adult,2010,45.5
svn,m,total,2010,45.0
svn,m,youth,2010,36.20000076293945
svn,m,adult,2010,47.20000076293945
svn,f,total,2010,41.20000076293945
svn,f,youth,2010,29.799999237060547
svn,f,adult,2010,43.400001525878906
svn,mf,total,2011,44.20000076293945
svn,mf,youth,2011,35.29999923706055
svn,mf,adult,2011,46.0
svn,m,total,2011,45.099998474121094
svn,m,youth,2011,32.900001525878906
svn,m,adult,2011,47.70000076293945
svn,f,total,2011,43.099998474121094
svn,f,youth,2011,38.29999923706055
svn,f,adult,2011,44.0
svn,mf,total,2012,47.900001525878906
svn,mf,youth,2012,32.20000076293945
svn,mf,adult,2012,51.29999923706055
svn,m,total,2012,48.79999923706055
svn,m,youth,2012,36.900001525878906
svn,m,adult,2012,51.79999923706055
svn,f,total,2012,47.0
svn,f,youth,2012,25.5
svn,f,adult,2012,50.79999923706055
svn,mf,total,2013,51.0
svn,mf,youth,2013,39.400001525878906
svn,mf,adult,2013,53.099998474121094
svn,m,total,2013,51.900001525878906
svn,m,youth,2013,40.29999923706055
svn,m,adult,2013,54.20000076293945
svn,f,total,2013,50.0
svn,f,youth,2013,38.5
svn,f,adult,2013,52.0
svn,mf,total,2014,54.5
svn,mf,youth,2014,37.5
svn,mf,adult,2014,57.400001525878906
svn,m,total,2014,55.0
svn,m,youth,2014,37.20000076293945
svn,m,adult,2014,58.400001525878906
svn,f,total,2014,53.900001525878906
svn,f,youth,2014,37.900001525878906
svn,f,adult,2014,56.400001525878906
zaf,mf,total,2001,28.5
